SAMPLE;PACKAGE;FRAME;STATUS;PLETH;ADDON;CHECKSUM
917;37;17;130;33467;95;30
918;37;18;130;33193;0;172
919;37;19;130;32956;0;190
920;37;20;130;32772;0;6
921;37;21;130;32656;97;242
922;37;22;130;32609;0;98
923;37;23;128;32624;96;207
924;37;24;128;32686;0;173
925;37;25;128;32775;0;7
926;38;1;129;32874;0;107
927;38;2;128;32968;96;40
928;38;3;128;33045;94;116
929;38;4;128;33100;45;122
930;38;5;128;33126;94;197
931;38;6;128;33124;0;101
932;38;7;128;33095;0;72
933;38;8;128;33045;0;22
934;38;9;128;32978;94;48
935;38;10;128;32901;94;227
936;38;11;128;32816;94;142
937;38;12;128;32732;0;219
938;38;13;128;32648;0;135
939;38;14;128;32564;0;51
940;38;15;128;32480;96;62
941;38;16;128;32401;95;238
942;38;17;128;32325;95;162
943;38;18;128;32253;0;250
944;38;19;128;32188;0;185
945;38;20;128;32137;0;134
946;38;21;128;32107;96;200
947;38;22;128;32114;0;111
948;38;23;128;32183;96;20
949;38;24;128;32349;0;91
950;38;25;128;32641;0;128
951;39;1;129;33063;0;41
952;39;2;128;33594;96;157
953;39;3;128;34179;94;230
954;39;4;128;34747;45;239
955;39;5;128;35223;94;254
956;39;6;128;35556;0;238
957;39;7;128;35725;0;152
958;39;8;128;35741;0;168
959;39;9;128;35632;94;153
960;39;10;128;35434;94;210
961;39;11;130;35178;94;211
962;39;12;130;34892;0;86
963;39;13;130;34590;0;39
964;39;14;130;34278;0;237
965;39;15;130;33964;96;18
966;39;16;130;33662;95;226
967;39;17;130;33386;95;205
968;39;18;130;33154;0;133
969;39;19;130;32983;0;217
970;39;20;130;32880;0;114
971;39;21;128;32842;96;170
972;39;22;128;32860;0;92
973;39;23;128;32916;96;244
974;39;24;128;32992;0;224
975;39;25;128;33069;0;46
976;40;1;129;33134;0;112
977;40;2;128;33177;96;250
978;40;3;128;33189;94;4
979;40;4;128;33172;45;194
980;40;5;128;33129;94;200
981;40;6;128;33066;0;43
982;40;7;128;32986;0;218
983;40;8;128;32899;0;131
984;40;9;128;32806;94;132
985;40;10;128;32707;94;32
986;40;11;128;32606;94;187
987;40;12;128;32505;0;247
988;40;13;128;32405;0;147
989;40;14;128;32309;0;51
990;40;15;128;32217;96;54
991;40;16;128;32130;95;222
992;40;17;128;32048;95;140
993;40;18;128;31978;0;230
994;40;19;128;31926;0;178
995;40;20;128;31915;0;167
996;40;21;128;31977;96;69
997;40;22;128;32156;0;153
998;40;23;128;32481;96;63
999;40;24;128;32957;0;189
1000;40;25;128;33554;0;21
1001;41;1;129;34209;0;167
1002;41;2;128;34839;96;127
1003;41;3;128;35365;94;141
1004;41;4;128;35738;45;210
1005;41;5;128;35939;94;205
1006;41;6;128;35980;0;152
1007;41;7;128;35887;0;59
1008;41;8;128;35697;0;124
1009;41;9;128;35441;94;217
1010;41;10;130;35147;94;180
1011;41;11;130;34825;94;113
1012;41;12;130;34491;0;195
1013;41;13;130;34154;0;113
1014;41;14;130;33829;0;43
1015;41;15;130;33528;96;92
1016;41;16;130;33268;95;86
1017;41;17;130;33060;95;134
1018;41;18;130;32915;0;149
1019;41;19;130;32831;0;65
1020;41;20;128;32801;0;33
1021;41;21;128;32815;96;143
1022;41;22;128;32858;0;90
1023;41;23;128;32912;96;240
1024;41;24;128;32960;0;192
1025;41;25;128;32987;0;219
1026;42;1;129;32986;0;219
1027;42;2;128;32955;96;27
1028;42;3;128;32896;94;222
1029;42;4;128;32815;45;92
1030;42;5;128;32718;94;43
1031;42;6;128;32610;0;97
1032;42;7;128;32496;0;238
1033;42;8;128;32379;0;121
1034;42;9;128;32260;94;96
1035;42;10;128;32143;94;234
1036;42;11;128;32026;95;118
1037;42;12;128;31912;0;164
1038;42;13;128;31802;0;54
1039;42;14;128;31698;0;205
1040;42;15;128;31604;95;206
1041;42;16;128;31523;95;125
1042;42;17;128;31468;95;69
1043;42;18;128;31459;0;221
1044;42;19;128;31534;0;41
1045;42;20;128;31736;0;243
1046;42;21;128;32098;96;191
1047;42;22;128;32624;0;111
1048;42;23;128;33280;96;98
1049;42;24;128;33993;0;205
1050;42;25;128;34677;0;124
1051;43;1;129;35252;0;190
1052;43;2;128;35664;96;187
1053;43;3;128;35896;94;162
1054;43;4;128;35962;45;179
1055;43;5;128;35885;94;151
1056;43;6;128;35700;0;127
1057;43;7;128;35441;0;123
1058;43;8;130;35132;0;71
1059;43;9;130;34789;94;76
1060;43;10;130;34424;94;222
1061;43;11;130;34050;95;104
1062;43;12;130;33680;0;149
1063;43;13;130;33330;0;54
1064;43;14;130;33021;0;255
1065;43;15;130;32773;95;102
1066;43;16;130;32595;95;179
1067;43;17;130;32489;95;72
1068;43;18;128;32449;0;191
1069;43;19;128;32457;0;199
1070;43;20;128;32494;0;236
1071;43;21;128;32539;96;122
1072;43;22;128;32576;0;63
1073;43;23;128;32594;95;176
1074;43;24;128;32587;0;74
1075;43;25;128;32552;0;39
1076;44;1;129;32494;0;237
1077;44;2;128;32416;95;253
1078;44;3;128;32321;94;157
1079;44;4;128;32215;45;1
1080;44;5;128;32100;94;191
1081;44;6;128;31980;0;232
1082;44;7;128;31856;0;108
1083;44;8;128;31732;0;239
1084;44;9;128;31607;94;208
1085;44;10;128;31486;94;86
1086;44;11;128;31369;95;226
1087;44;12;128;31259;0;21
1088;44;13;128;31158;0;175
1089;44;14;128;31071;0;88
1090;44;15;128;31007;95;119
1091;44;16;128;30991;94;102
1092;44;17;128;31062;95;174
1093;44;18;128;31268;0;30
1094;44;19;128;31639;0;146
1095;44;20;128;32185;0;182
1096;44;21;128;32871;96;199
1097;44;22;128;33631;0;98
1098;44;23;128;34377;95;174
1099;44;24;128;35026;0;218
1100;44;25;128;35519;0;201
1101;45;1;129;35826;0;254
1102;45;2;128;35949;95;216
1103;45;3;128;35913;94;179
1104;45;4;128;35751;45;223
1105;45;5;128;35496;94;16
1106;45;6;130;35179;0;118
1107;45;7;130;34819;0;13
1108;45;8;130;34430;0;134
1109;45;9;130;34025;94;77
1110;45;10;130;33621;94;184
1111;45;11;130;33239;95;57
1112;45;12;130;32898;0;132
1113;45;13;130;32617;0;106
1114;45;14;130;32409;0;153
1115;45;15;130;32277;95;116
1116;45;16;128;32215;94;50
1117;45;17;128;32207;95;43
1118;45;18;128;32235;0;232
1119;45;19;128;32277;0;19
1120;45;20;128;32316;0;58
1121;45;21;128;32336;96;174
1122;45;22;128;32330;0;72
1123;45;23;128;32297;95;134
1124;45;24;128;32237;0;234
1125;45;25;128;32153;0;150
1126;46;1;129;32052;0;50
1127;46;2;128;31938;94;28
1128;46;3;128;31818;94;164
1129;46;4;128;31694;45;246
1130;46;5;128;31569;94;170
1131;46;6;128;31446;0;208
1132;46;7;128;31324;0;86
1133;46;8;128;31205;0;222
1134;46;9;128;31092;94;203
1135;46;10;128;30985;94;96
1136;46;11;128;30888;95;255
1137;46;12;128;30805;0;77
1138;46;13;128;30751;0;23
1139;46;14;128;30755;0;27
1140;46;15;128;30859;95;226
1141;46;16;128;31108;95;220
1142;46;17;128;31534;95;136
1143;46;18;128;32135;0;132
1144;46;19;128;32872;0;104
1145;46;20;128;33672;0;139
1146;46;21;128;34447;96;245
1147;46;22;128;35114;0;51
1148;46;23;128;35615;95;137
1149;46;24;128;35924;0;96
1150;46;25;128;36042;0;214
1151;47;1;129;35990;0;163
1152;47;2;128;35804;94;69
1153;47;3;128;35517;94;37
1154;47;4;130;35162;45;146
1155;47;5;130;34763;94;50
1156;47;6;130;34339;0;43
1157;47;7;130;33906;0;120
1158;47;8;130;33482;0;206
1159;47;9;130;33088;94;161
1160;47;10;130;32742;94;69
1161;47;11;130;32462;95;45
1162;47;12;130;32261;0;5
1163;47;13;130;32138;0;137
1164;47;14;128;32085;0;82
1165;47;15;128;32088;95;180
1166;47;16;128;32124;95;216
1167;47;17;128;32171;95;7
1168;47;18;128;32209;0;206
1169;47;19;128;32222;0;219
1170;47;20;128;32206;0;203
1171;47;21;128;32161;94;252
1172;47;22;128;32091;0;88
1173;47;23;128;32000;95;92
1174;47;24;128;31895;0;147
1175;47;25;128;31780;0;32
1176;48;1;129;31659;0;167
1177;48;2;128;31531;94;132
1178;48;3;128;31398;94;254
1179;48;4;128;31264;45;71
1180;48;5;128;31131;94;242
1181;48;6;128;31001;0;18
1182;48;7;128;30878;0;150
1183;48;8;128;30766;0;38
1184;48;9;128;30669;94;34
1185;48;10;128;30592;94;213
1186;48;11;128;30548;95;170
1187;48;12;128;30566;0;93
1188;48;13;128;30687;0;214
1189;48;14;128;30955;0;227
1190;48;15;128;31404;95;5
1191;48;16;128;32040;95;132
1192;48;17;128;32825;95;152
1193;48;18;128;33684;0;151
1194;48;19;128;34524;0;226
1195;48;20;128;35253;0;190
1196;48;21;128;35806;94;71
1197;48;22;128;36148;0;65
1198;48;23;128;36283;95;39
1199;48;24;128;36235;0;152
1200;48;25;128;36044;0;216
1201;49;1;129;35746;0;174
1202;49;2;130;35378;94;156
1203;49;3;130;34962;94;250
1204;49;4;130;34514;45;7
1205;49;5;130;34050;95;104
1206;49;6;130;33590;0;59
1207;49;7;130;33157;0;136
1208;49;8;130;32777;0;11
1209;49;9;130;32470;94;52
1210;49;10;130;32250;94;87
1211;49;11;130;32115;95;209
1212;49;12;128;32055;0;52
1213;49;13;128;32052;0;49
1214;49;14;128;32083;0;80
1215;49;15;128;32130;95;222
1216;49;16;128;32175;95;11
1217;49;17;128;32203;95;39
1218;49;18;128;32208;0;205
1219;49;19;128;32188;0;185
1220;49;20;128;32140;0;137
1221;49;21;128;32065;94;156
1222;49;22;128;31967;0;219
1223;49;23;128;31850;95;197
1224;49;24;128;31720;0;227
1225;49;25;128;31585;0;92
1226;50;1;129;31449;0;212
1227;50;2;128;31315;94;171
1228;50;3;128;31182;95;38
1229;50;4;128;31052;45;114
1230;50;5;128;30926;95;37
1231;50;6;128;30808;0;80
1232;50;7;128;30707;0;234
1233;50;8;128;30634;0;161
1234;50;9;128;30601;94;222
1235;50;10;128;30636;95;2
1236;50;11;128;30778;96;146
1237;50;12;128;31069;0;86
1238;50;13;128;31540;0;47
1239;50;14;128;32191;0;188
1240;50;15;128;32983;95;54
1241;50;16;128;33841;95;148
1242;50;17;128;34667;95;209
1243;50;18;128;35373;0;55
1244;50;19;128;35892;0;64
1245;50;20;128;36199;0;116
1246;50;21;128;36294;94;49
1247;50;22;128;36209;0;126
1248;50;23;128;35983;95;250
1249;50;24;128;35654;0;81
1250;50;25;130;35255;0;194
1251;51;1;131;34809;0;3
1252;51;2;130;34335;94;133
1253;51;3;130;33853;95;162
1254;51;4;130;33387;45;156
1255;51;5;130;32964;95;37
1256;51;6;130;32608;0;97
1257;51;7;130;32335;0;79
1258;51;8;130;32153;0;152
1259;51;9;130;32059;94;152
1260;51;10;128;32033;95;125
1261;51;11;128;32051;96;144
1262;51;12;128;32090;0;87
1263;51;13;128;32127;0;124
1264;51;14;128;32147;0;144
1265;51;15;128;32143;94;234
1266;51;16;128;32115;95;207
1267;51;17;128;32065;95;157
1268;51;18;128;31994;0;246
1269;51;19;128;31904;0;156
1270;51;20;128;31798;0;50
1271;51;21;128;31677;94;22
1272;51;22;128;31545;0;52
1273;51;23;128;31407;95;8
1274;51;24;128;31268;0;30
1275;51;25;128;31131;0;148
1276;52;1;129;30999;0;17
1277;52;2;128;30872;94;238
1278;52;3;128;30750;95;117
1279;52;4;128;30636;45;208
1280;52;5;128;30539;95;161
1281;52;6;128;30476;0;3
1282;52;7;128;30479;0;6
1283;52;8;128;30596;0;123
1284;52;9;128;30874;95;241
1285;52;10;128;31345;95;202
1286;52;11;128;32010;96;103
1287;52;12;128;32830;0;62
1288;52;13;128;33725;0;192
1289;52;14;128;34597;0;44
1290;52;15;128;35352;94;128
1291;52;16;128;35922;95;189
1292;52;17;128;36274;95;30
1293;52;18;128;36406;0;68
1294;52;19;128;36341;0;2
1295;52;20;128;36116;0;33
1296;52;21;128;35767;94;32
1297;52;22;130;35333;0;17
1298;52;23;130;34844;94;132
1299;52;24;130;34327;0;31
1300;52;25;130;33807;0;21
1301;53;1;131;33309;0;34
1302;53;2;130;32854;94;182
1303;53;3;130;32463;95;46
1304;53;4;130;32154;45;198
1305;53;5;130;31933;95;26
1306;53;6;130;31798;0;52
1307;53;7;128;31739;0;246
1308;53;8;128;31741;0;248
1309;53;9;128;31782;95;129
1310;53;10;128;31838;95;185
1311;53;11;128;31892;96;240
1312;53;12;128;31926;0;178
1313;53;13;128;31927;0;179
1314;53;14;128;31895;0;147
1315;53;15;128;31834;94;180
1316;53;16;128;31748;95;95
1317;53;17;128;31645;95;247
1318;53;18;128;31529;0;36
1319;53;19;128;31403;0;165
1320;53;20;128;31271;0;33
1321;53;21;128;31134;94;245
1322;53;22;128;30994;0;11
1323;53;23;128;30854;94;220
1324;53;24;128;30717;0;244
1325;53;25;128;30587;0;114
1326;54;1;129;30470;0;254
1327;54;2;128;30376;94;252
1328;54;3;128;30318;95;195
1329;54;4;128;30321;45;148
1330;54;5;128;30427;95;48
1331;54;6;128;30684;0;211
1332;54;7;128;31136;0;153
1333;54;8;128;31798;0;50
1334;54;9;128;32641;95;223
1335;54;10;128;33592;95;154
1336;54;11;128;34548;96;90
1337;54;12;128;35404;0;86
1338;54;13;128;36074;0;246
1339;54;14;128;36513;0;175
1340;54;15;128;36712;94;213
1341;54;16;128;36694;95;196
1342;54;17;128;36497;95;254
1343;54;18;128;36169;0;86
1344;54;19;130;35753;0;182
1345;54;20;130;35278;0;217
1346;54;21;130;34765;94;52
1347;54;22;130;34234;0;193
1348;54;23;130;33705;94;12
1349;54;24;130;33203;0;182
1350;54;25;130;32754;0;243
1351;55;1;131;32383;0;128
1352;55;2;130;32105;94;198
1353;55;3;130;31922;95;15
1354;55;4;128;31828;45;125
1355;55;5;128;31805;95;152
1356;55;6;128;31833;0;85
1357;55;7;128;31890;0;142
1358;55;8;128;31952;0;204
1359;55;9;128;31996;95;87
1360;55;10;128;32009;95;101
1361;55;11;128;31985;96;77
1362;55;12;128;31924;0;176
1363;55;13;128;31832;0;84
1364;55;14;128;31721;0;228
1365;55;15;128;31597;94;198
1366;55;16;128;31463;95;64
1367;55;17;128;31323;95;180
1368;55;18;128;31178;0;195
1369;55;19;128;31031;0;48
1370;55;20;128;30887;0;159
1371;55;21;128;30749;94;115
1372;55;22;128;30620;0;147
1373;55;23;128;30505;94;126
1374;55;24;128;30408;0;190
1375;55;25;128;30335;0;117
1376;56;1;129;30304;0;87
1377;56;2;128;30351;94;227
1378;56;3;128;30527;95;149
1379;56;4;128;30885;45;202
1380;56;5;128;31458;95;59
1381;56;6;128;32242;0;239
1382;56;7;128;33184;0;161
1383;56;8;128;34190;0;147
1384;56;9;128;35150;95;182
1385;56;10;128;35962;95;229
1386;56;11;128;36560;96;62
1387;56;12;128;36911;0;63
1388;56;13;128;37022;0;174
1389;56;14;128;36922;0;74
1390;56;15;128;36657;94;158
1391;56;16;130;36271;95;29
1392;56;17;130;35802;95;70
1393;56;18;130;35277;0;216
1394;56;19;130;34721;0;170
1395;56;20;130;34153;0;112
1396;56;21;130;33601;94;164
1397;56;22;130;33088;0;67
1398;56;23;130;32642;94;225
1399;56;24;130;32282;0;26
1400;56;25;130;32018;0;17
1401;57;1;129;31848;0;101
1402;57;2;128;31762;94;108
1403;57;3;128;31744;95;91
1404;57;4;128;31771;45;68
1405;57;5;128;31820;95;167
1406;57;6;128;31871;0;123
1407;57;7;128;31906;0;158
1408;57;8;128;31913;0;165
1409;57;9;128;31886;95;233
1410;57;10;128;31825;95;172
1411;57;11;128;31734;96;81
1412;57;12;128;31620;0;127
1413;57;13;128;31490;0;253
1414;57;14;128;31349;0;111
1415;57;15;128;31202;94;57
1416;57;16;128;31051;95;163
1417;57;17;128;30898;95;9
1418;57;18;128;30746;0;18
1419;57;19;128;30602;0;129
1420;57;20;128;30465;0;248
1421;57;21;128;30341;94;217
1422;57;22;128;30238;0;20
1423;57;23;128;30166;94;41
1424;57;24;128;30148;0;185
1425;57;25;128;30225;0;7
1426;58;1;129;30450;0;233
1427;58;2;128;30870;94;236
1428;58;3;128;31510;95;112
1429;58;4;128;32354;45;141
1430;58;5;128;33337;95;154
1431;58;6;128;34360;0;62
1432;58;7;128;35307;0;244
1433;58;8;128;36082;0;254
1434;58;9;128;36620;95;122
1435;58;10;128;36901;95;148
1436;58;11;128;36939;96;187
1437;58;12;128;36774;0;181
1438;58;13;128;36456;0;118
1439;58;14;130;36029;0;203
1440;58;15;130;35529;94;51
1441;58;16;130;34982;95;15
1442;58;17;130;34409;95;208
1443;58;18;130;33833;0;47
1444;58;19;130;33278;0;1
1445;58;20;130;32771;0;5
1446;58;21;130;32340;94;178
1447;58;22;130;32005;0;4
1448;58;23;130;31778;94;126
1449;58;24;128;31656;0;163
1450;58;25;128;31622;0;129
1451;59;1;129;31648;0;156
1452;59;2;128;31710;95;56
1453;59;3;128;31780;96;128
1454;59;4;128;31837;45;134
1455;59;5;128;31870;96;218
1456;59;6;128;31874;0;126
1457;59;7;128;31846;0;98
1458;59;8;128;31788;0;40
1459;59;9;128;31705;95;51
1460;59;10;128;31601;96;204
1461;59;11;128;31479;96;81
1462;59;12;128;31343;0;105
1463;59;13;128;31197;0;214
1464;59;14;128;31048;0;65
1465;59;15;128;30899;95;10
1466;59;16;128;30756;95;123
1467;59;17;128;30623;95;245
1468;59;18;128;30500;0;27
1469;59;19;128;30388;0;170
1470;59;20;128;30293;0;75
1471;59;21;128;30230;94;106
1472;59;22;128;30226;0;8
1473;59;23;128;30326;94;202
1474;59;24;128;30585;0;112
1475;59;25;128;31046;0;63
1476;60;1;129;31726;0;234
1477;60;2;128;32597;95;179
1478;60;3;128;33589;96;152
1479;60;4;128;34596;45;88
1480;60;5;128;35506;96;28
1481;60;6;128;36226;0;143
1482;60;7;128;36705;0;112
1483;60;8;128;36928;0;80
1484;60;9;128;36912;96;160
1485;60;10;128;36697;96;200
1486;60;11;128;36333;96;90
1487;60;12;130;35861;0;35
1488;60;13;130;35317;0;0
1489;60;14;130;34727;0;176
1490;60;15;130;34121;95;175
1491;60;16;130;33526;95;89
1492;60;17;130;32974;95;47
1493;60;18;130;32491;0;235
1494;60;19;130;32103;0;102
1495;60;20;130;31820;0;74
1496;60;21;130;31642;95;246
1497;60;22;128;31560;0;67
1498;60;23;128;31555;95;157
1499;60;24;128;31603;0;110
1500;60;25;128;31680;0;187
1501;61;1;129;31762;0;15
1502;61;2;128;31830;95;177
1503;61;3;128;31870;96;218
1504;61;4;128;31879;45;176
1505;61;5;128;31853;96;201
1506;61;6;128;31796;0;48
1507;61;7;128;31713;0;220
1508;61;8;128;31609;0;116
1509;61;9;128;31489;96;92
1510;61;10;128;31361;96;219
1511;61;11;128;31227;96;84
1512;61;12;128;31090;0;107
1513;61;13;128;30953;0;225
1514;61;14;128;30820;0;92
1515;61;15;128;30692;95;58
1516;61;16;128;30573;95;195
1517;61;17;128;30466;95;88
1518;61;18;128;30377;0;159
1519;61;19;128;30318;0;100
1520;61;20;128;30315;0;97
1521;61;21;128;30409;95;30
1522;61;22;128;30656;0;183
1523;61;23;128;31104;95;216
1524;61;24;128;31771;0;23
1525;61;25;128;32632;0;119
1526;62;1;129;33615;0;83
1527;62;2;128;34618;95;160
1528;62;3;128;35525;96;47
1529;62;4;128;36244;45;206
1530;62;5;128;36719;96;222
1531;62;6;128;36936;0;88
1532;62;7;128;36910;0;62
1533;62;8;128;36685;0;92
1534;62;9;128;36306;96;63
1535;62;10;130;35819;96;88
1536;62;11;130;35262;96;41
1537;62;12;130;34664;0;113
1538;62;13;130;34052;0;11
1539;62;14;130;33457;0;181
1540;62;15;130;32910;95;239
1541;62;16;130;32435;95;18
1542;62;17;130;32056;95;150
1543;62;18;130;31782;0;36
1544;62;19;130;31616;0;125
1545;62;20;128;31544;0;51
1546;62;21;128;31549;95;151
1547;62;22;128;31609;0;116
1548;62;23;128;31698;95;44
1549;62;24;128;31793;0;45
1550;62;25;128;31873;0;125
1551;63;1;129;31926;0;179
1552;63;2;128;31943;95;34
1553;63;3;128;31925;96;17
1554;63;4;128;31873;45;170
1555;63;5;128;31796;96;144
1556;63;6;128;31702;0;209
1557;63;7;128;31597;0;104
1558;63;8;128;31487;0;249
1559;63;9;128;31372;96;230
1560;63;10;128;31253;96;111
1561;63;11;128;31131;96;244
1562;63;12;128;31009;0;26
1563;63;13;128;30887;0;159
1564;63;14;128;30769;0;41
1565;63;15;128;30662;95;28
1566;63;16;128;30572;95;194
1567;63;17;128;30513;95;135
1568;63;18;128;30516;0;43
1569;63;19;128;30624;0;151
1570;63;20;128;30892;0;164
1571;63;21;128;31364;95;221
1572;63;22;128;32053;0;50
1573;63;23;128;32930;95;1
1574;63;24;128;33915;0;127
1575;63;25;128;34899;0;91
1576;64;1;129;35769;0;197
1577;64;2;128;36437;95;194
1578;64;3;128;36857;96;104
1579;64;4;128;37021;45;218
1580;64;5;128;36954;96;202
1581;64;6;128;36697;0;104
1582;64;7;128;36294;0;211
1583;64;8;130;35785;0;214
1584;64;9;130;35205;96;240
1585;64;10;130;34585;96;130
1586;64;11;130;33959;96;13
1587;64;12;130;33363;0;87
1588;64;13;130;32831;0;65
1589;64;14;130;32391;0;135
1590;64;15;130;32061;95;155
1591;64;16;130;31844;95;193
1592;64;17;130;31732;95;80
1593;64;18;128;31705;0;212
1594;64;19;128;31743;0;250
1595;64;20;128;31822;0;74
1596;64;21;128;31919;95;10
1597;64;22;128;32012;0;9
1598;64;23;128;32090;95;182
1599;64;24;128;32138;0;135
1600;64;25;128;32152;0;149
1601;65;1;129;32132;0;130
1602;65;2;128;32082;94;173
1603;65;3;128;32006;96;99
1604;65;4;128;31911;45;208
1605;65;5;128;31802;96;150
1606;65;6;128;31680;0;187
1607;65;7;128;31550;0;57
1608;65;8;128;31412;0;174
1609;65;9;128;31271;96;129
1610;65;10;128;31131;96;244
1611;65;11;128;30996;96;109
1612;65;12;128;30872;0;144
1613;65;13;128;30765;0;37
1614;65;14;128;30690;0;217
1615;65;15;128;30673;95;39
1616;65;16;128;30760;95;127
1617;65;17;128;31003;95;115
1618;65;18;128;31448;0;210
1619;65;19;128;32110;0;107
1620;65;20;128;32961;0;193
1621;65;21;128;33925;94;231
1622;65;22;128;34895;0;87
1623;65;23;128;35761;95;27
1624;65;24;128;36433;0;95
1625;65;25;128;36863;0;14
1626;66;1;129;37038;0;191
1627;66;2;128;36977;94;223
1628;66;3;128;36721;96;224
1629;66;4;128;36314;45;20
1630;66;5;130;35799;96;68
1631;66;6;130;35215;0;154
1632;66;7;130;34595;0;44
1633;66;8;130;33974;0;188
1634;66;9;130;33382;96;202
1635;66;10;130;32854;96;184
1636;66;11;130;32416;96;0
1637;66;12;130;32085;0;84
1638;66;13;130;31869;0;123
1639;66;14;130;31761;0;15
1640;66;15;128;31742;95;88
1641;66;16;128;31788;95;135
1642;66;17;128;31873;95;220
1643;66;18;128;31969;0;221
1644;66;19;128;32055;0;52
1645;66;20;128;32115;0;112
1646;66;21;128;32143;94;234
1647;66;22;128;32138;0;135
1648;66;23;128;32104;95;196
1649;66;24;128;32045;0;42
1650;66;25;128;31970;0;222
1651;67;1;129;31878;0;131
1652;67;2;128;31772;94;118
1653;67;3;128;31652;96;255
1654;67;4;128;31523;45;75
1655;67;5;128;31387;96;245
1656;67;6;128;31251;0;13
1657;67;7;128;31120;0;137
1658;67;8;128;31000;0;17
1659;67;9;128;30892;96;4
1660;67;10;128;30806;96;174
1661;67;11;128;30766;96;134
1662;67;12;128;30815;0;87
1663;67;13;128;31012;0;29
1664;67;14;128;31414;0;176
1665;67;15;128;32051;94;142
1666;67;16;128;32911;96;239
1667;67;17;128;33923;95;230
1668;67;18;128;34981;0;173
1669;67;19;128;35963;0;135
1670;67;20;128;36763;0;170
1671;67;21;128;37315;94;50
1672;67;22;128;37596;0;238
1673;67;23;128;37619;95;100
1674;67;24;128;37420;0;62
1675;67;25;128;37045;0;197
1676;68;1;131;36543;0;208
1677;68;2;130;35951;94;219
1678;68;3;130;35302;96;81
1679;68;4;130;34630;45;124
1680;68;5;130;33969;96;23
1681;68;6;130;33353;0;77
1682;68;7;130;32814;0;48
1683;68;8;130;32378;0;122
1684;68;9;130;32059;96;154
1685;68;10;130;31855;96;205
1686;68;11;128;31753;96;101
1687;68;12;128;31738;0;245
1688;68;13;128;31785;0;37
1689;68;14;128;31869;0;121
1690;68;15;128;31962;94;52
1691;68;16;128;32045;96;138
1692;68;17;128;32104;95;196
1693;68;18;128;32127;0;124
1694;68;19;128;32115;0;112
1695;68;20;128;32070;0;67
1696;68;21;128;31995;94;85
1697;68;22;128;31895;0;147
1698;68;23;128;31774;95;121
1699;68;24;128;31638;0;145
1700;68;25;128;31491;0;254
1701;69;1;129;31336;0;99
1702;69;2;128;31175;94;30
1703;69;3;128;31014;96;127
1704;69;4;128;30857;45;174
1705;69;5;128;30712;96;79
1706;69;6;128;30596;0;123
1707;69;7;128;30539;0;66
1708;69;8;128;30590;0;117
1709;69;9;128;30811;96;179
1710;69;10;128;31258;96;116
1711;69;11;128;31956;96;48
1712;69;12;128;32884;0;116
1713;69;13;128;33967;0;179
1714;69;14;128;35094;0;31
1715;69;15;128;36137;94;148
1716;69;16;128;36990;96;238
1717;69;17;128;37584;96;66
1718;69;18;128;37890;0;22
1719;69;19;128;37920;0;52
1720;69;20;128;37715;0;102
1721;69;21;128;37327;94;62
1722;69;22;130;36807;0;216
1723;69;23;130;36199;94;212
1724;69;24;130;35537;0;221
1725;69;25;130;34851;0;45
1726;70;1;131;34169;0;129
1727;70;2;130;33523;95;86
1728;70;3;130;32944;96;18
1729;70;4;130;32460;45;249
1730;70;5;130;32088;96;183
1731;70;6;130;31837;0;91
1732;70;7;128;31697;0;204
1733;70;8;128;31651;0;158
1734;70;9;128;31678;96;25
1735;70;10;128;31750;96;98
1736;70;11;128;31839;96;187
1737;70;12;128;31921;0;173
1738;70;13;128;31980;0;232
1739;70;14;128;32007;0;4
1740;70;15;128;31996;95;87
1741;70;16;128;31949;96;41
1742;70;17;128;31868;96;216
1743;70;18;128;31759;0;11
1744;70;19;128;31623;0;130
1745;70;20;128;31468;0;230
1746;70;21;128;31298;94;154
1747;70;22;128;31122;0;139
1748;70;23;128;30946;94;56
1749;70;24;128;30775;0;47
1750;70;25;128;30615;0;142
1751;71;1;129;30475;0;3
1752;71;2;128;30375;95;252
1753;71;3;128;30350;96;228
1754;71;4;128;30456;45;27
1755;71;5;128;30758;96;126
1756;71;6;128;31307;0;69
1757;71;7;128;32116;0;113
1758;71;8;128;33143;0;120
1759;71;9;128;34297;96;94
1760;71;10;128;35454;96;232
1761;71;11;128;36486;96;244
1762;71;12;128;37291;0;188
1763;71;13;128;37814;0;201
1764;71;14;128;38037;0;169
1765;71;15;128;37988;95;215
1766;71;16;128;37711;96;194
1767;71;17;128;37259;96;252
1768;71;18;130;36683;0;92
1769;71;19;130;36024;0;198
1770;71;20;130;35319;0;2
1771;71;21;130;34596;94;139
1772;71;22;130;33892;0;106
1773;71;23;130;33239;94;56
1774;71;24;130;32670;0;159
1775;71;25;130;32207;0;206
1776;72;1;131;31865;0;120
1777;72;2;130;31646;95;250
1778;72;3;128;31539;96;142
1779;72;4;128;31522;45;74
1780;72;5;128;31571;96;174
1781;72;6;128;31657;0;164
1782;72;7;128;31753;0;5
1783;72;8;128;31835;0;87
1784;72;9;128;31887;96;235
1785;72;10;128;31900;96;248
1786;72;11;128;31871;97;220
1787;72;12;128;31799;0;51
1788;72;13;128;31691;0;198
1789;72;14;128;31553;0;60
1790;72;15;128;31392;95;249
1791;72;16;128;31214;96;71
1792;72;17;128;31026;96;139
1793;72;18;128;30833;0;105
